date,supplier name,item description,item sku,cost center,category,gl code,unit cost,quantity,total cost,currency,mappable,naics,unspsc,co2e,confidence
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Women's Short Sleeve Shirt,,PS - POLICE BUREAU,,,,,$152.49 ,USD,1,4239,53102700,0.24,4
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Summer Britches,,PS - POLICE BUREAU,,,,,"$1,047.00 ",USD,1,4239,53102700,1.67,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Winter Britches,,PS - POLICE BUREAU,,,,,$367.99 ,USD,1,4239,53102700,0.59,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Beanie Summer,,PS - POLICE BUREAU,,,,,$14.99 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Beanie Winter,,PS - POLICE BUREAU,,,,,$14.99 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Balaclava Mask Summer,,PS - POLICE BUREAU,,,,,$19.99 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Balaclava Mask Winter,,PS - POLICE BUREAU,,,,,$19.99 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Raincoat Shorty Sealed Seam,,PS - POLICE BUREAU,,,,,$128.96 ,USD,1,4239,,0.21,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Unlined Bib Overalls,,PS - POLICE BUREAU,,,,,$69.99 ,USD,1,4239,53102700,0.11,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",V1 AWS FO Molle Carrier,,PS - POLICE BUREAU,,,,,$199.95 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$200.62 ,USD,1,4239,53102700,0.32,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,53102700,0.13,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$27.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Garrison Belt-Basket Weave,,PS - POLICE BUREAU,,,,,$19.99 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Leather Sam Brown Duty Belt,,PS - POLICE BUREAU,,,,,$40.12 ,USD,1,4239,53102700,0.06,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,"$2,000.00 ",USD,1,4239,53102700,3.2,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$750.00 ,USD,1,4239,53102700,1.2,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$600.00 ,USD,1,4239,53102700,0.96,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$700.00 ,USD,1,4239,53102700,1.12,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Dark Blue River Rescue Pants,,PS - POLICE BUREAU,,,,,$249.95 ,USD,1,4239,53102700,0.4,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$214.45 ,USD,1,4239,53102700,0.34,4
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",EOD BDU Uniform Shirts,,PS - POLICE BUREAU,,,,,$274.95 ,USD,1,4239,53102700,0.44,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$214.45 ,USD,1,4239,53102700,0.34,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$45.00 ,USD,1,4239,53102700,0.07,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$20.00 ,USD,1,4239,53102700,0.03,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$120.00 ,USD,1,4239,53102700,0.19,4
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$50.00 ,USD,1,4239,53102700,0.08,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$125.00 ,USD,1,4239,53102700,0.2,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$233.95 ,USD,1,4239,53102700,0.37,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$163.80 ,USD,1,4239,53102700,0.26,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$549.90 ,USD,1,4239,53102700,0.88,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$175.50 ,USD,1,4239,53102700,0.28,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Softshell Liner Jacket,,PS - POLICE BUREAU,,,,,$103.75 ,USD,1,4239,53102700,0.17,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",EOD BDU Uniform Shirts,,PS - POLICE BUREAU,,,,,$109.98 ,USD,1,4239,53102700,0.18,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$21.00 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$6.75 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Leather Sam Brown Duty Belt,,PS - POLICE BUREAU,,,,,$40.12 ,USD,1,4239,53102700,0.06,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Short Sleeve Shirt,,PS - POLICE BUREAU,,,,,$152.49 ,USD,1,4239,53102700,0.24,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Blue Patrol Pants,,PS - POLICE BUREAU,,,,,$307.96 ,USD,1,4239,53102700,0.49,3
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Summer Britches,,PS - POLICE BUREAU,,,,,"$4,886.00 ",USD,1,4239,53102700,7.81,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Winter Britches,,PS - POLICE BUREAU,,,,,"$3,679.90 ",USD,1,4239,53102700,5.88,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Blue Patrol Pants,,PS - POLICE BUREAU,,,,,$307.96 ,USD,1,4239,53102700,0.49,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",V1 AWS FO Molle Carrier,,PS - POLICE BUREAU,,,,,$199.95 ,USD,1,4239,,,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Softshell Liner Jacket,,PS - POLICE BUREAU,,,,,$103.75 ,USD,1,4239,53102700,0.17,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",EOD BDU Uniform Shirts,,PS - POLICE BUREAU,,,,,$274.95 ,USD,1,4239,53102700,0.44,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$27.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$13.50 ,USD,1,4239,53102700,0.02,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$54.60 ,USD,1,4239,53102700,0.09,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$54.60 ,USD,1,4239,53102700,0.09,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",V1 AWS FO Molle Carrier,,PS - POLICE BUREAU,,,,,$199.95 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Safety Vest,,PS - POLICE BUREAU,,,,,$34.99 ,USD,1,4239,53102700,0.06,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Summer Cap,,PS - POLICE BUREAU,,,,,$54.99 ,USD,1,4239,53102700,0.09,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",School Guard Fall & Spring Cap,,PS - POLICE BUREAU,,,,,$54.99 ,USD,1,4239,53102700,0.09,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$60.00 ,USD,1,4239,53102700,0.1,
1/1/2021,PREMIER SAFETY,Personal Protective Equipment,,PEMA AND HOMELAND SECURITY TF,,,,,$339.00 ,USD,1,56162,46180000,0.54,
1/1/2021,ALLEGHENY CITY ELECTRIC,Journeyman Electrician,,BUREAU OF FACILITIES,,,,,"$1,344.00 ",USD,1,81,72150000,0.17,
1/1/2021,ALLEGHENY CITY ELECTRIC,Journeyman Electrician,,BUREAU OF FACILITIES,,,,,"$4,032.00 ",USD,1,81,72150000,0.52,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",V1 AWS FO Molle Carrier,,PS - POLICE BUREAU,,,,,$199.95 ,USD,1,4239,,,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$214.45 ,USD,1,4239,53102700,0.34,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$35.00 ,USD,1,4239,53102700,0.06,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$25.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$25.00 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Shoulder Patches,,PS - POLICE BUREAU,,,,,$22.50 ,USD,1,4239,53102700,0.04,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$11.25 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Black Flood Response Pants,,PS - POLICE BUREAU,,,,,$249.95 ,USD,1,4239,,0.4,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Duty Jacket,,PS - POLICE BUREAU,,,,,$139.95 ,USD,1,4239,53102700,0.22,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Softshell Liner Jacket,,PS - POLICE BUREAU,,,,,$108.75 ,USD,1,4239,53102700,0.17,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.","Full Catalog, % Discount",,PS - POLICE BUREAU,,,,,$15.60 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$2.25 ,USD,1,4239,53102700,0,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$5.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$5.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$5.00 ,USD,1,4239,53102700,0.01,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Women's Navy Blue Patrol Pants,,PS - POLICE BUREAU,,,,,$307.96 ,USD,1,4239,53102700,0.49,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Short Sleeve Shirt,,PS - POLICE BUREAU,,,,,$152.49 ,USD,1,4239,53102700,0.24,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Body Armor,,PS - POLICE BUREAU,,,,,$670.00 ,USD,1,4239,53102700,1.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",M1 Concealable Carrier,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",U1 FO Uniform Shirt Carrier,,PS - POLICE BUREAU,,,,,$130.00 ,USD,1,4239,,,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",STP 5x8 Soft Trauma Pack,,PS - POLICE BUREAU,,,,,$34.20 ,USD,1,4239,,,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",HT1 Impact Plate 5x8 or 5x7,,PS - POLICE BUREAU,,,,,$80.00 ,USD,1,4239,,,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",APEX Pant,,PS - POLICE BUREAU,,,,,$131.00 ,USD,1,4239,,0.21,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Specialty Unit Polo Shirt,,PS - POLICE BUREAU,,,,,$146.70 ,USD,1,4239,53102700,0.23,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Navy Specialty Unit Polo Shirt,,PS - POLICE BUREAU,,,,,$146.70 ,USD,1,4239,53102700,0.23,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$62.40 ,USD,1,4239,53102700,0.1,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$42.00 ,USD,1,4239,53102700,0.07,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Men's Navy Blue Patrol Pants,,PS - POLICE BUREAU,,,,,$68.00 ,USD,1,4239,53102700,0.11,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Duty Jacket,,PS - POLICE BUREAU,,,,,$134.95 ,USD,1,4239,53102700,0.22,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Softshell Liner Jacket,,PS - POLICE BUREAU,,,,,$103.75 ,USD,1,4239,53102700,0.17,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.00 ,USD,1,4239,53102700,0.03,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$5.00 ,USD,1,4239,53102700,0.01,
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Rain Coat,,PS - POLICE BUREAU,,,,,$149.00 ,USD,1,4239,53102700,0.24,1
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$15.00 ,USD,1,4239,53102700,0.02,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Safety Vest,,PS - POLICE BUREAU,,,,,$34.99 ,USD,1,4239,53102700,0.06,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Printed/embroidered Items,,PS - POLICE BUREAU,,,,,$18.72 ,USD,1,4239,53102700,0.03,5
1/1/2021,"PITTSBURGH PUBLIC SAFETY SUPPLY, INC.",Leather Sam Brown Duty Belt,,PS - POLICE BUREAU,,,,,$40.12 ,USD,1,4239,53102700,0.06,5
1/1/2021,PA PUBLIC SAFETY LLC,Public Safety Oper Supplies,,PS - POLICE BUREAU,,,,,"$2,229.00 ",USD,1,56162,0,3.56,5
1/1/2021,PA PUBLIC SAFETY LLC,Public Safety Oper Supplies,,PS - POLICE BUREAU,,,,,$93.99 ,USD,1,56162,0,0.15,5
1/1/2021,PA PUBLIC SAFETY LLC,Public Safety Oper Supplies,,PS - POLICE BUREAU,,,,,$93.99 ,USD,1,56162,0,0.15,1
1/1/2021,PA PUBLIC SAFETY LLC,Public Safety Oper Supplies,,PS - POLICE BUREAU,,,,,$249.60 ,USD,1,56162,0,0.4,5
1/1/2021,PA PUBLIC SAFETY LLC,Public Safety Oper Supplies,,PS - POLICE BUREAU,,,,,$125.00 ,USD,1,56162,0,0.2,5
1/1/2021,PA PUBLIC SAFETY LLC,Fleet Services,,PS - POLICE BUREAU,,,,,"$1,985.00 ",USD,1,56162,0,3.17,5
1/1/2021,ALLEGHENY CITY ELECTRIC,Journeyman Electrician,,PW- BUREAU OF PW OPERATIONS,,,,,"$5,376.00 ",USD,1,81,72150000,0.7,
